,sentences1,sentences2,is_similar
25927,everyone is getting ready to make sure they look their best today ,everyone was excited after the wedding ,0
25928,all of my friends are excited to be graduating today ,there were so many people here graduating today ,1
25929,all of my friends are excited to be graduating today , male  loves to throw movie parties ,0
25930,there were so many people here graduating today ,i was so happy to have finally made it ,1
25931,there were so many people here graduating today ,i recently traveled abroad to do some shopping  and i started in a quaint shop with purses  hats  and other items ,0
25932,i was so happy to have finally made it ,i owe it all to my family ,1
25933,i was so happy to have finally made it ,my daughter loves to go to school and this was her first day ,0
25934,my friends were able to coax me into attending their halloween party ,dinosaurs are kind of played out  but the pickings were slim at the costume store ,1
25935,my friends were able to coax me into attending their halloween party ,i was looking through the toy catalog yesterday ,0
25936,dinosaurs are kind of played out  but the pickings were slim at the costume store ,i ran into my ex and his new girlfriend ,1
25937,dinosaurs are kind of played out  but the pickings were slim at the costume store ,the gentleman sat with the boy to discuss the diagrams ,0
25938,i ran into my ex and his new girlfriend ,neither seemed thrilled about having their picture taken ,1
25939,i ran into my ex and his new girlfriend ,today we did a lot of different things ,0
25940,neither seemed thrilled about having their picture taken ,of course  somebody elected to ignore the  adults only  request on the e  vite ,1
25941,neither seemed thrilled about having their picture taken ,my friends and i had a party at home and we had a lot of fun ,0
25942,of course  somebody elected to ignore the  adults only  request on the e  vite ,i did see my college roommate ,1
25943,of course  somebody elected to ignore the  adults only  request on the e  vite ,christmas is near and these guys want to put lights on the tree ,0
25944,i did see my college roommate ,she always did have a preference for skimpier costumes ,1
25945,i did see my college roommate ,the speakers were glad to have this chance to speak all their students ,0
25946,we had graduation today ,lots of people came ,1
25947,we had graduation today ,this is a picture of babies ,0
25948,lots of people came ,everyone was getting ready ,1
25949,lots of people came ,the car show was awesome ,0
25950,everyone was getting ready ,we lined up to receive our graduation ,1
25951,everyone was getting ready ,i work at a coffee shop ,0
25952,we lined up to receive our graduation ,i was so happy after it was done ,1
25953,we lined up to receive our graduation ,all the police officers stand at attention remembering the life of an officer who died ,0
25954,uncle  male  prepared a feast for his family , male  s son was distracted by the baseball game on the tv ,1
25955,uncle  male  prepared a feast for his family ,the bar life is unique ,0
25956, male  s son was distracted by the baseball game on the tv ,one of the best dishes was homemade chicken broth with dumplings ,1
25957, male  s son was distracted by the baseball game on the tv ,he was career day at my college ,0
25958,one of the best dishes was homemade chicken broth with dumplings ,the plate of dessert treats disappeared in minutes ,1
25959,one of the best dishes was homemade chicken broth with dumplings ,for the office halloween party a man s wife brought him a gorilla suit ,0
25960,the plate of dessert treats disappeared in minutes ,the family gathered together on the couch  full after a big meal ,1
25961,the plate of dessert treats disappeared in minutes ,halloween was last night ,0
