,sentences1,sentences2,is_similar
22755,my friend  showed,he s so determined,1
22756,my friend  showed,these friends were some kind of evil demons and demons,0
22757,he s so determined,go,1
22758,he s so determined,this lady wants to look fashionable,0
22759,go,i took a break for minute snapped a photo,1
22760,go,people showed up in remembrance of the soldier,0
22761,i took a break for minute snapped a photo,it was fun,1
22762,i took a break for minute snapped a photo,the clock was overdue for restoration,0
22763,ca nt talk male  and ,i have to race,1
22764,ca nt talk male  and ,the speaker was excited about his upcoming speech,0
22765,i have to race,i ran,1
22766,i have to race,my music buddies and i are having,0
22767,i ran,this 1k race was,1
22768,i ran,girl was nt a fan of the,0
22769,this 1k race was,i,1
22770,this 1k race was,it was my son s birthday and prepared a feast,0
22771,way to aunt birthday,s  opening some items,1
22772,way to aunt birthday,it was a cold day,0
22773,s  opening some items,the adults decided to sit on one side,1
22774,s  opening some items,two office coworkers sent notes,0
22775,the adults decided to sit on one side,the larger group numbered around 50,1
22776,the adults decided to sit on one side,i love beauty i at,0
22777,the larger group numbered around 50,we continued eating well into the afternoon,1
22778,the larger group numbered around 50,is,0
22779,we continued eating well into the afternoon,we watched fireworks and gathered a photo,1
22780,we continued eating well into the afternoon,my male  helped us get ready for a party,0
22781,there is i play,it s a lot,1
22782,there is i play,the students pose for a graduation picture,0
22783,it s a lot,i control and i go through human like events,1
22784,it s a lot,look i got from my husband,0
22785,i control and i go through human like events,it s very addicting,1
22786,i control and i go through human like events,i ve got a cottage on the lake,0
22787,it s very addicting,i like to sit around in the game like i do in life,1
22788,it s very addicting,the friends were having a party,0
22789,the table was well decorated,the man wore garments,1
22790,the table was well decorated,my company hired to come talk to,0
22791,the man wore garments,we toasted,1
22792,the man wore garments,shall we,0
22793,we toasted,the restaurant was full this,1
22794,we toasted,it was an moment the soldiers came,0
22795,the restaurant was full this,i decided to visit the venue for entertainment,1
22796,the restaurant was full this,a group photo before the party she is dressed up the do she  but,0
22797,we view of the city,amazing mountains,1
22798,we view of the city,i took my wife to couple,0
22799,amazing mountains,we went into the city to look around,1
22800,amazing mountains,the kid was telling about he was winning,0
22801,we went into the city to look around,know the,1
22802,we went into the city to look around,cook up some location balls,0
22803,know the,get a coffee,1
22804,know the,there was an opportunity for the family to get photos together,0
22805,i was out walking,i went to the museum,1
22806,i was out walking,my mom can be annoying,0
22807,i went to the museum,some of the decorations were very whimsical,1
22808,i went to the museum,we were to visit the,0
22809,some of the decorations were very whimsical,i began to head back,1
22810,some of the decorations were very whimsical,the site for the excavations was headed up by a small team,0
22811,i began to head back,i saw this dog home,1
22812,i began to head back,there was story that happened at,0
22813,my friend and i went eat,we started,1
22814,my friend and i went eat,toured,0
22815,we started,our food came was delicious,1
22816,we started,my sister was a bride,0
22817,our food came was delicious,we a too much food,1
22818,our food came was delicious,busted surfing porn,0
22819,we a too much food,we went,1
22820,we a too much food,was,0
22821,she poses at the line,he s happy to be in the forest,1
22822,she poses at the line,these flowers are they must be kept in a,0
22823,he s happy to be in the forest,pose together at the vista,1
22824,he s happy to be in the forest,a nice couple,0
22825,pose together at the vista,the solar toilet is explained in the,1
22826,pose together at the vista,the family went on vacation  a group haveing lunch,0
22827,the solar toilet is explained in the,the trees make them look like insects,1
22828,the solar toilet is explained in the,i went to a really wonderful wedding,0
22829,i arrived and i felt nervous,so large it was all somewhat overwhelming,1
22830,i arrived and i felt nervous,opened the ceremony with a thesis presentation,0
22831,so large it was all somewhat overwhelming,that made me feel almost at home,1
22832,so large it was all somewhat overwhelming,we were going to be playing a friendly game of soccer,0
22833,that made me feel almost at home,class began again,1
22834,class began again,the curriculum was similar to what i knew me feel home,1
22835,class began again,we we are married now,0
22836,a fun match,the team was very good,1
22837,a fun match,a nurse ghoul show up,0
22838,the team was very good,that is about to kick the ball,1
22839,the team was very good,i enjoyed looking at the lake,0
22840,that is about to kick the ball,the teams players could jump high,1
22841,that is about to kick the ball,my music buddies and i are having,0
22842,the teams players could jump high,the ball goes into the,1
